-1,1,2108.18754887441,3,0
-1,1,1964.77724891156,4,0
-1,-1,2372.35301281908,3,0
-1,1,1589.50358084985,5,0
-1,-1,1574.18906487874,4,0
-1,1,1156.91836486803,6,0
-1,1,4086.61816894892,2,0
-1,1,2681.0129689693,2,0
1,-1,1330.83346896456,5,0
1,1,1420.31128422241,3,0
-1,-1,2817.64580094023,2,0
-1,-1,928.430848871358,3,0
-1,1,1021.55035702162,5,0
-1,1,1245.25468086358,6,0
-1,-1,2289.03238903149,3,0
1,1,2100.4578169086,2,0
-1,-1,879.207548889099,5,0
-1,-1,928.443812823389,3,0
1,-1,1290.95121283899,6,0
1,-1,1254.09780498012,4,0
-1,-1,1088.49348084186,5,0
-1,-1,964.953948889161,4,0
1,-1,913.370164867956,6,0
1,-1,965.051060775295,4,0
1,1,760.623864858644,6,0
-1,-1,1301.32913732086,3,0
1,-1,850.205152964918,5,0
-1,1,861.990777135361,6,0
1,1,2563.44288491528,2,0
1,-1,894.409480853938,4,0
1,-1,713.990096846828,3,0
-1,1,1001.12649684888,3,0
1,-1,994.16112882318,6,0
-1,-1,883.587868971517,4,0
1,-1,770.175248879241,3,0
1,-1,807.512500934536,3,0
-1,-1,777.428896835772,3,0
-1,-1,1013.29866485321,3,0
1,1,991.210380831035,4,0
1,-1,885.332116915379,6,0
-1,-1,756.333964876831,3,0
1,-1,586.60553698428,3,0
-1,1,911.524112831103,4,0
-1,-1,642.884248867631,6,0
-1,-1,664.458184939576,3,0
-1,1,717.945168929873,5,0
1,-1,853.522789024282,4,0
-1,-1,1024.40723698237,6,0
1,-1,1540.82218490657,2,0
1,1,1633.54231690755,6,0
-1,-1,1081.80001316941,3,0
-1,-1,823.040852963459,3,0
1,1,1014.28421281162,3,0
-1,1,1122.78626486659,5,0
-1,-1,782.734464854002,3,0
-1,-1,999.543664860539,4,0
-1,1,1288.99818085483,5,0
-1,1,1019.10781281185,5,0
-1,1,2014.44771693787,2,0
-1,1,1459.18088083272,4,0
1,-1,1129.50488494243,6,0
1,-1,751.936452987138,3,0
-1,-1,1230.51876894897,5,0
1,1,1615.37468084134,2,0
1,-1,750.024064851459,5,0
-1,-1,836.318328831112,6,0
-1,1,1858.91756485216,2,0
-1,-1,1647.66886486905,2,0
1,1,1467.66770095564,4,0
1,-1,727.768316894071,2,0
1,1,1024.9911849387,2,0
-1,1,1490.95388085698,2,0
1,1,715.43540499988,4,0
1,1,805.957984935958,2,0
1,1,1038.57841354329,6,0
-1,1,675.731673050905,4,0
-1,-1,799.564964865567,6,0
-1,-1,818.838580860756,5,0
-1,-1,1483.79033734091,2,0
-1,1,1113.46454478917,4,0
1,-1,871.966880833497,3,0
1,1,727.845116925891,4,0
1,1,1621.43016897608,2,0
-1,-1,1127.45176895987,6,0
-1,-1,1694.51153697446,2,0
1,1,1791.92970501026,2,0
-1,-1,1142.92753289919,6,0
1,1,844.891532906331,4,0
-1,1,2308.03466893849,2,0
1,1,1341.92009686376,3,0
-1,-1,1458.72858085204,3,0
1,-1,825.337616930483,6,0
-1,1,979.487396863988,5,0
-1,-1,1451.66939683259,6,0
